iter	RMSE
261	0.1735723899
262	0.1732867636
263	0.1728982293
264	0.1725231479
265	0.17219645
266	0.1719191346
267	0.1716172688
268	0.1712938694
269	0.171015287
270	0.1706720327
271	0.1703333686
272	0.1700551
273	0.169785467
274	0.1695689629
275	0.1692576747
276	0.168868993
277	0.1685639619
278	0.1683136915
279	0.1680688865
280	0.1678080054
281	0.1675639331
282	0.1673654798
283	0.1670961105
284	0.1668583794
285	0.1665794927
286	0.1663375686
287	0.1660984452
288	0.1658655684
289	0.1656824604
290	0.1654703783
291	0.1652385833
292	0.1648846753
293	0.1646625134
294	0.1643672995
295	0.1641185573
296	0.1637738755
297	0.1634324006
298	0.1631742286
299	0.1629141902
300	0.162651719
301	0.1623712294
302	0.1621807398
303	0.1620236857
304	0.1618423754
305	0.161603479
306	0.1614040918
307	0.161130201
308	0.1609806919
309	0.1607564178
310	0.1605357401
311	0.1602830478
312	0.1599686068
313	0.1597519942
314	0.1595696288
315	0.1593762893
316	0.1591477249
317	0.158887676
318	0.1586984623
319	0.158469171
320	0.158282772
321	0.1580568873
322	0.1577833531
323	0.1575220738
324	0.1572795563
325	0.157050516
326	0.1568915345
327	0.1566539596
328	0.1564780763
329	0.156240075
330	0.1559797771
331	0.1557661144
332	0.1554872857
333	0.1553243426
334	0.1550924215
335	0.1549297339
336	0.1547165178
337	0.1545569417
338	0.1543516338
339	0.1541517104
340	0.1539502301
341	0.1537405333
342	0.1534978161
343	0.1533288982
344	0.1531344994
345	0.1529429579
346	0.1528076426
347	0.1525957747
348	0.1524902415
349	0.1522985588
350	0.1521508716
351	0.1519102692
352	0.1516989951
353	0.1515349101
354	0.1513936657
355	0.1512253418
356	0.1510424694
357	0.1508356607
358	0.1506553519
359	0.1505317547
360	0.15044197
361	0.1503087483
362	0.1501197505
363	0.1500013498
364	0.1498278508
365	0.1496280182
366	0.1494426594
367	0.1492578282
368	0.1490713325
369	0.1488829744
370	0.1486431144
371	0.1485316587
372	0.1483555206
373	0.1481312876
374	0.1479551274
375	0.1477495348
376	0.1475628245
377	0.1473778549
378	0.147192549
379	0.146992357
380	0.1468236922
381	0.1467216322
382	0.1465604145
383	0.1464010096
384	0.1462434096
385	0.1461257657
386	0.1459324189
387	0.1458183113
388	0.1456387238
389	0.1454919305
390	0.1453393387
391	0.1452421565
392	0.1450918231
393	0.1449622664
394	0.144854928
395	0.1446348697
396	0.1443487837
397	0.1441942614
398	0.144048592
399	0.1439264641
400	0.1437714809
401	0.1436706213
402	0.1435665967
403	0.143451843
404	0.1432580594
405	0.1430930747
406	0.1429530258
407	0.1428145305
408	0.1426682522
409	0.1425318177
410	0.1423833025
411	0.1422348687
412	0.1421381803
413	0.1420428177
414	0.1419100396
415	0.1417770364
416	0.1416460952
417	0.1415029077
418	0.1414209286
419	0.1412802606
420	0.1411518036
421	0.1410137213
422	0.1408538984
423	0.1407071387
424	0.1406101172
425	0.1404843256
426	0.1403599167
427	0.1402368796
428	0.1400379415
429	0.1399167112
430	0.139835784
431	0.1396835563
432	0.1395975966
433	0.1393308731
434	0.1391991386
435	0.1390807815
436	0.1389277412
437	0.1388451149
438	0.1387668302
439	0.1386894636
440	0.1385492803
441	0.1384200186
442	0.1383354834
443	0.1382067517
444	0.1380991942
445	0.1380241257
446	0.1378933965
447	0.137815961
448	0.1377000777
449	0.1375785722
450	0.1374674696
451	0.1373658754
452	0.1372469024
453	0.1371358134
454	0.1370651459
455	0.1369395577
456	0.1368327168
457	0.1367270517
458	0.136622528
459	0.1365140283
460	0.136400617
461	0.1363188058
462	0.136212959
463	0.1361112893
464	0.1360162557
465	0.135925878
466	0.1358021323
467	0.1356995166
468	0.1356158776
469	0.1355088577
470	0.1354086684
471	0.1353098732
472	0.1352110285
473	0.1351077075
474	0.1350110391
475	0.1349507127
476	0.1348910996
477	0.1347960295
478	0.1347372932
479	0.1346381492
480	0.1345401438
481	0.1344600423
482	0.1342875491
483	0.1342306017
484	0.1341345774
485	0.1340761669
486	0.1339840775
487	0.1338945045
488	0.1336977585
489	0.1336046228
490	0.1334948152
491	0.1334384993
492	0.1333719155
493	0.1332899653
494	0.133200438
495	0.1331478314
496	0.1330958317
497	0.1330444168
498	0.1329609543
499	0.1328741653
500	0.1328238151
501	0.1327714583
502	0.1326579657
503	0.1326089088
504	0.1325279705
505	0.1324439442
506	0.1323647833
507	0.1322864993
508	0.1322362182
509	0.1321590144
510	0.1321094483
511	0.1320420169
512	0.1319664754
513	0.1319203434
514	0.1318458295
515	0.1317721395
516	0.1316990348
517	0.131654001
518	0.1315817522
519	0.1315099906
520	0.1314632334
521	0.1313886153
522	0.1312985366
523	0.1312552905
524	0.1312053364
525	0.1311627587
526	0.1310903946
527	0.1310458513
528	0.1309895404
529	0.1309217734
530	0.1308783872
531	0.1307917042
532	0.1307466851
533	0.1306806946
534	0.130640816
535	0.1305723452
536	0.1305079178
537	0.1304542371
538	0.1302978677
539	0.1302311413
540	0.1301682474
541	0.1301029503
542	0.1300388113
543	0.1299776195
544	0.1299171008
545	0.129873528
546	0.1298335899
547	0.1297713513
548	0.1297122759
549	0.1296508829
550	0.1295930616
551	0.1295358753
552	0.1294844553
553	0.1294348647
554	0.1293792386
555	0.1293433937
556	0.1293052972
557	0.1292476446
558	0.1291934245
559	0.1291397931
560	0.1291051208
561	0.129052191
562	0.1289998357
563	0.1289521881
564	0.1288979742
565	0.1288512734
566	0.1288007825
567	0.12876719
568	0.1287339726
569	0.1286842353
570	0.1286515033
571	0.1286063451
572	0.1285713467
573	0.128522704
574	0.1284746019
575	0.1284270054
576	0.1283834864
577	0.1283492251
578	0.1282528409
579	0.1282063383
580	0.128174633
581	0.1280673736
582	0.1280368076
583	0.1279942187
584	0.1279466665
585	0.1279138812
586	0.1278833741
587	0.1278537643
588	0.1278019624
589	0.127759686
590	0.1277203752
591	0.1276908791
592	0.1276508009
593	0.1276104744
594	0.1275705666
595	0.1275283133
596	0.1274892268
597	0.1274395634
598	0.1274010815
599	0.1273729394
600	0.1273330371
601	0.1272320274
602	0.1272017092
603	0.1271717123
604	0.1271341872
605	0.1271045512
606	0.1270727553
607	0.1270457515
608	0.1270091959
609	0.1269725857
610	0.1269363422
611	0.1269101885
612	0.1268743608
613	0.1268389006
614	0.1268006904
615	0.1267530481
616	0.1267182132
617	0.1266927181
618	0.1266583976
619	0.1266305893
620	0.1266030606
621	0.1265758237
622	0.1265416285
623	0.1265147086
624	0.1264880407
625	0.1264547323
626	0.1264283983
627	0.1263954973
628	0.1263629465
629	0.1263184462
630	0.1262927293
631	0.126261427
632	0.1262358598
633	0.1262041842
634	0.1261728398
635	0.1261408253
636	0.1261100388
637	0.1260831076
638	0.1260389046
639	0.1260075433
640	0.1259779213
641	0.1259480738
642	0.1259174991
643	0.1258751159
644	0.1258291758
645	0.1257991149
646	0.1257753412
647	0.1257518588
648	0.1256064027
649	0.1255801262
650	0.1255571631
651	0.12552877
652	0.1255061588
653	0.125462049
654	0.1254399334
655	0.1254120743
656	0.1253903034
657	0.1253628152
658	0.1253379508
659	0.1253128091
660	0.1252859383
661	0.1251433398
662	0.1251168276
663	0.1250958768
664	0.1250751465
665	0.1250490598
666	0.1250069282
667	0.1249811737
668	0.1249552345
669	0.124932858
670	0.1249130224
671	0.1248934202
672	0.1248683032
673	0.1248434382
674	0.1248022618
675	0.1247771143
676	0.1247570579
677	0.1247327875
678	0.1246723625
679	0.1246534663
680	0.1246348329
681	0.1246110088
682	0.1245874337
683	0.1245641037
684	0.1245410105
685	0.1245181668
686	0.1244958304
687	0.1244736864
688	0.1244555828
689	0.1243169167
690	0.1242946712
691	0.1242770252
692	0.1242595407
693	0.1242422998
694	0.1242135404
695	0.1241918548
696	0.1241748998
697	0.1241552139
698	0.1241385043
699	0.1241172324
700	0.124094791
701	0.1240755071
702	0.1240591112
703	0.124040409
704	0.1240196584
705	0.123999118
706	0.1239831804
707	0.1239412167
708	0.1239030504
709	0.1238875404
710	0.1238462601
711	0.1238054022
712	0.1237852542
713	0.123770314
714	0.1237518152
715	0.1237334495
716	0.123693271
717	0.123678748
718	0.1236391574
719	0.1235999704
720	0.1235611915
721	0.1235305292
722	0.123516713
723	0.1235030602
724	0.1234851897
725	0.1234717192
726	0.1233485262
727	0.1233109366
728	0.1232932944
729	0.1232586184
730	0.123126805
731	0.1231093723
732	0.1230318782
733	0.1230163495
734	0.1229991704
735	0.1229821173
736	0.1229651861
737	0.1229525577
738	0.1229340105
739	0.122863007
740	0.1228463746
741	0.1228221082
742	0.1228056943
743	0.1227893984
744	0.1227732208
745	0.1227571572
746	0.1227412036
747	0.1227253683
748	0.1227096472
749	0.1226918771
750	0.1226559054
751	0.1225806889
752	0.1225450629
753	0.1225097966
754	0.1224354348
755	0.1224005033
756	0.1223852275
757	0.1223506813
758	0.1223164836
759	0.1222826345
760	0.1222491262
761	0.122175619
762	0.1221424233
763	0.1221095648
764	0.1220832909
765	0.1220684094
766	0.1219959835
767	0.1219635116
768	0.1219313612
769	0.1219167077
770	0.1218451742
771	0.1218284028
772	0.1218069659
773	0.121792586
774	0.1217822079
775	0.1217719377
776	0.1217617796
777	0.1216913773
778	0.1216612822
779	0.1215918902
780	0.1215604126
781	0.1215292496
782	0.1214984015
783	0.1214297681
784	0.1213992052
785	0.1213831571
786	0.1213528932
787	0.1213390935
788	0.1213091503
789	0.1212795022
790	0.1212501578
791	0.1212211046
792	0.1211974418
793	0.121168725
794	0.121139892
795	0.1211114812
796	0.1210439036
797	0.1210157523
798	0.121003152
799	0.1209802677
800	0.1209575812
801	0.1209443725
802	0.1209166193
803	0.1208888303
804	0.1208613679
805	0.1208424744
806	0.1208204536
807	0.1207543796
808	0.1207272495
809	0.1207003876
810	0.1206350629
811	0.1205764969
812	0.1205637788
813	0.1205424213
814	0.1205158522
815	0.1204895478
816	0.1204257543
817	0.12039968
818	0.1203738666
819	0.1203483058
820	0.120327452
821	0.1203067935
822	0.1202815616
823	0.1202186706
824	0.1202063639
825	0.1201860873
826	0.1201611226
827	0.1200991356
828	0.1200743946
829	0.1200498947
830	0.1200377914
831	0.1199765432
832	0.1199522654
833	0.1198917383
834	0.1198676643
835	0.1198557551
836	0.1198362695
837	0.1198124947
838	0.1197889364
839	0.119777164
840	0.1197538497
841	0.1197307691
842	0.1197190889
843	0.11969624
844	0.11968465
845	0.1196620329
846	0.1196430522
847	0.1196206956
848	0.1195985477
849	0.1195766216
850	0.1195579043
851	0.1195362221
852	0.119476593
853	0.119458167
854	0.1194366971
855	0.1194154366
856	0.1193943814
857	0.1193703735
858	0.119352341
859	0.1193315351
860	0.1192728244
861	0.1192616675
862	0.119241038
863	0.1191830521
864	0.1191257779
865	0.1191052874
866	0.1190849988
867	0.1190675776
868	0.1190503037
869	0.1190302625
870	0.1190193439
871	0.1190084885
872	0.1189886543
873	0.1189716472
874	0.1189547791
875	0.1189351972
876	0.1189157963
877	0.1189050943
878	0.1188488177
879	0.1188340842
880	0.1188148726
881	0.1187958423
882	0.1187769934
883	0.1187583303
884	0.1187360731
885	0.1187175923
886	0.1186992889
887	0.1186811629
888	0.1186632146
889	0.1186454309
890	0.1185897271
891	0.1185720871
892	0.1185560945
893	0.1185386386
894	0.1185213607
895	0.1185042393
896	0.1184872831
897	0.1184715156
898	0.118454744
899	0.1184391227
900	0.118423637
901	0.1183687886
902	0.1183521918
903	0.1183377236
904	0.1183212473
905	0.1183060304
906	0.1182909365
907	0.1182759569
908	0.1182597132
909	0.1182436181
910	0.1182288092
911	0.1182141148
912	0.1181998409
913	0.1181852895
914	0.118170844
915	0.1181565175
916	0.1181423056
917	0.1181264576
918	0.1181107541
919	0.1180952081
920	0.1180811701
921	0.1180672426
922	0.1180534171
923	0.1180397107
924	0.1180243885
925	0.1180092067
926	0.1179941698
927	0.1179806249
928	0.1179671865
929	0.1179538546
930	0.1179397781
931	0.1179249095
932	0.1178935072
933	0.1178803225
934	0.1178672443
935	0.1178525567
936	0.1178380099
937	0.1178235997
938	0.1178093174
939	0.1177951718
940	0.117782733
941	0.1177698993
942	0.1177559133
943	0.1177431978
944	0.1177305848
945	0.1177180656
946	0.1177042596
947	0.1176918545
948	0.1176795389
949	0.1176673304
950	0.1176552071
951	0.1176464733
952	0.1176329231
953	0.1176194882
954	0.117607503
955	0.1175956119
956	0.1175823418
957	0.1175705607
958	0.1175588652
959	0.1175472552
960	0.1175388297
961	0.1175314613
962	0.1175198095
963	0.1175080266
964	0.1174966023
965	0.117489383
966	0.1174822369
967	0.1174751685
968	0.1174639406
969	0.1174569838
970	0.1174458669
971	0.1174390175
972	0.1174280247
973	0.1174171133
974	0.1174093337
975	0.1173985117
976	0.1173904444
977	0.1173797205
978	0.1173717387
979	0.1173611086
980	0.1173532211
981	0.1173466528
982	0.1173392332
983	0.1173319044
984	0.1173254304
985	0.117319017
986	0.1173113828
987	0.1173050511
988	0.1172975029
989	0.1172871223
990	0.117276819
991	0.1172665843
992	0.1172564269
993	0.1172502877
994	0.1172402288
995	0.11723418
996	0.1172281874
997	0.117218257
998	0.1172123505
999	0.1172065089
1000	0.1171995456
1001	0.1171937729
1002	0.1171840004
1003	0.1171783096
1004	0.1171671445
1005	0.1171615181
1006	0.1171559348
1007	0.1171504166
1008	0.1171408188
1009	0.1171353781
1010	0.1171258748
1011	0.1171205161
1012	0.1171137738
1013	0.1171084667
1014	0.1171032247
1015	0.1170864963
1016	0.1170813098
1017	0.1170761666
1018	0.1170710841
1019	0.1170660449
1020	0.117056784
1021	0.1170518182
1022	0.1170434267
1023	0.1170343033
1024	0.1170252446
1025	0.117016246
1026	0.1170081045
1027	0.1169992309
1028	0.1169927168
1029	0.116983903
1030	0.1169751496
1031	0.116970398
1032	0.1169639781
1033	0.1169609292
1034	0.1169446597
1035	0.1169372277
1036	0.1169286232
1037	0.1169125453
1038	0.1169040131
1039	0.1168993763
1040	0.1168931879
1041	0.116888603
1042	0.1168809669
1043	0.1168738229
1044	0.1168654927
1045	0.1168593853
1046	0.1168548994
1047	0.1168391776
1048	0.1168317519
1049	0.1168235583
1050	0.1168154208
1051	0.1168073351
1052	0.1168005486
1053	0.1167961869
1054	0.116788222
1055	0.1167811464
1056	0.1167768538
1057	0.1167698561
1058	0.1167633379
1059	0.1167568892
1060	0.1167509419
1061	0.1167441347
1062	0.1167364673
1063	0.1167305845
1064	0.1167278131
1065	0.1167202102
1066	0.1167139729
1067	0.1167064651
1068	0.1167006637
1069	0.1166932074
1070	0.1166867024
1071	0.1166793369
1072	0.1166733377
1073	0.1166692856
1074	0.1166620194
1075	0.116655731
1076	0.1166500057
1077	0.116644184
1078	0.1166380038
1079	0.1166318889
1080	0.1166258347
1081	0.1166201647
1082	0.116614158
1083	0.1166102306
1084	0.1166046341
1085	0.1165976567
1086	0.116591758
1087	0.1165848716
1088	0.1165790641
1089	0.1165735229
1090	0.1165706168
1091	0.1165638296
1092	0.1165583663
1093	0.1165526493
1094	0.1165459354
1095	0.1165403096
1096	0.1165347403
1097	0.1165292232
1098	0.116523754
1099	0.1165183501
1100	0.1165129241
1101	0.1165075634
1102	0.1165022593
1103	0.1164970206
1104	0.1164916504
1105	0.116485191
1106	0.116479899
1107	0.1164747074
1108	0.1164695811
1109	0.1164553209
1110	0.1164503032
1111	0.1164450665
1112	0.1164398689
1113	0.1164347324
1114	0.1164297619
1115	0.1164246643
1116	0.1164197371
1117	0.1164148667
1118	0.1164100441
1119	0.1164049894
1120	0.116400219
1121	0.1163952076
1122	0.1163931286
1123	0.1163869658
1124	0.1163820414
1125	0.1163759436
1126	0.116371439
1127	0.1163666322
1128	0.1163622061
1129	0.1163562255
1130	0.1163515056
1131	0.1163468293
1132	0.1163332416
1133	0.1163286652
1134	0.1163239661
1135	0.1163180668
1136	0.1163122022
1137	0.1163076031
1138	0.116303074
1139	0.1162986761
1140	0.116294462
1141	0.1162899412
1142	0.1162858056
1143	0.1162814465
1144	0.1162771398
1145	0.1162727847
1146	0.1162596616
1147	0.1162552226
1148	0.1162510508
1149	0.1162468175
1150	0.1162427286
1151	0.116238324
1152	0.1162342699
1153	0.1162299089
1154	0.1162258939
1155	0.1162219052
1156	0.1162163031
1157	0.1162122307
1158	0.1161995348
1159	0.1161939623
1160	0.1161899812
1161	0.116179392
1162	0.1161669512
1163	0.116163171
1164	0.1161589432
1165	0.1161551977
1166	0.1161429517
1167	0.1161382276
1168	0.1161327443
1169	0.1161272915
1170	0.1161218779
1171	0.1161097819
1172	0.1160977901
1173	0.1160936916
1174	0.1160818253
1175	0.1160781037
1176	0.1160663543
1177	0.1160547135
1178	0.1160501437
1179	0.1160386242
1180	0.116034629
1181	0.1160232221
1182	0.1160119151
1183	0.1160074315
1184	0.1160034177
1185	0.1159922537
1186	0.1159869919
1187	0.1159830652
1188	0.1159795117
1189	0.1159755276
1190	0.1159703442
1191	0.1159651868
1192	0.1159616987
1193	0.115957736
1194	0.1159539401
1195	0.1159499947
1196	0.115939054
1197	0.1159351476
1198	0.1159259063
1199	0.1159151567
1200	0.115911733
1201	0.1159010788
1202	0.1158977031
1203	0.1158943536
1204	0.1158907094
1205	0.1158874213
1206	0.1158841682
1207	0.1158736478
1208	0.1158698095
1209	0.1158665911
1210	0.1158561878
1211	0.1158526744
1212	0.1158423711
1213	0.1158321591
1214	0.1158283987
1215	0.1158234945
1216	0.1158200373
1217	0.1158166108
1218	0.1158065242
1219	0.1158027849
1220	0.1157997142
1221	0.1157960011
1222	0.1157929522
1223	0.1157899253
1224	0.1157799859
1225	0.1157701337
1226	0.1157664593
1227	0.1157567071
1228	0.1157534064
1229	0.11574375
1230	0.115734172
1231	0.1157309146
1232	0.1157272961
1233	0.1157243819
1234	0.1157207765
1235	0.1157178841
1236	0.1157143005
1237	0.1157114255
1238	0.115708577
1239	0.1156991634
1240	0.1156898327
1241	0.1156851693
1242	0.1156771455
1243	0.1156736091
1244	0.1156708124
1245	0.1156680465
1246	0.1156645142
1247	0.1156614442
1248	0.1156587177
1249	0.115649582
1250	0.1156417232
1251	0.1156390315
1252	0.1156355335
1253	0.1156328593
1254	0.1156302159
1255	0.1156267176
1256	0.1156240917
1257	0.1156151515
1258	0.1156125473
1259	0.1156099739
1260	0.1156054968
1261	0.1155966389
1262	0.1155931749
1263	0.1155844087
1264	0.1155757167
1265	0.115573191
1266	0.1155697616
1267	0.1155663585
1268	0.1155638369
1269	0.115555258
1270	0.1155467491
1271	0.1155442624
1272	0.1155418021
1273	0.1155393682
1274	0.115535003
1275	0.1155325954
1276	0.1155302143
1277	0.1155278595
1278	0.1155203716
1279	0.1155119924
1280	0.1155081113
1281	0.1154998326
1282	0.1154964583
1283	0.1154941337
1284	0.1154859334
1285	0.1154846233
1286	0.1154803486
1287	0.1154769914
1288	0.1154736606
1289	0.1154655603
1290	0.1154575301
1291	0.1154542296
1292	0.1154519483
1293	0.1154496758
1294	0.1154463839
1295	0.1154417062
1296	0.11543946
1297	0.1154361899
1298	0.1154339524
1299	0.1153268941
1300	0.1153189868
1301	0.1153167691
1302	0.1153135176
1303	0.1153099081
1304	0.1153066873
1305	0.1153034885
1306	0.1153002985
1307	0.1152980805
1308	0.1152908074
1309	0.1152876259
1310	0.1152854208
1311	0.1152818856
1312	0.1152746646
1313	0.1152724858
1314	0.1152693126
1315	0.1152671514
1316	0.1152639913
1317	0.1152618433
1318	0.1152597129
1319	0.1152520661
1320	0.1152515048
1321	0.1152439238
1322	0.1152407851
1323	0.1152395474
1324	0.1152374475
1325	0.1152299452
1326	0.1152228535
1327	0.1152171012
1328	0.1152150275
1329	0.1152129758
1330	0.115206427
1331	0.1152043885
1332	0.1152010188
1333	0.1151990022
1334	0.115192006
1335	0.1151855489
1336	0.1151791401
1337	0.115177968
1338	0.115069888
1339	0.1150667977
1340	0.1150596252
1341	0.1150590762
1342	0.115052771
1343	0.1150507696
1344	0.1150487858
1345	0.1150468242
1346	0.1150437466
1347	0.1150374938
1348	0.1150355452
1349	0.1149288472
1350	0.1149226325
1351	0.1149220739
1352	0.1149215287
1353	0.1149184921
1354	0.1149165415
1355	0.1149159962
1356	0.1149129683
1357	0.1149117891
1358	0.1149112571
1359	0.1149082379
1360	0.1149077015
1361	0.1148024023
1362	0.1147994158
1363	0.1147964425
1364	0.1147934736
1365	0.1147880681
1366	0.1147851168
1367	0.1147845753
1368	0.1147840383
1369	0.1147811045
1370	0.1147805719
1371	0.1147800438
1372	0.1147795112
1373	0.1147734259
1374	0.1147673847
1375	0.1147602201
1376	0.1147596874
1377	0.1147537431
1378	0.1147508486
1379	0.1147449527
1380	0.1147444333
1381	0.1147439138
1382	0.1147419425
1383	0.1147414231
1384	0.1147385415
1385	0.1147380309
1386	0.1147275697
1387	0.1147217481
1388	0.1147212375
1389	0.1147183865
1390	0.1147178803
1391	0.1147132884
1392	0.114712791
1393	0.1147099487
1394	0.1147094468
1395	0.1147066178
1396	0.1147008884
1397	0.1145970396
1398	0.1145919761
1399	0.114581795
1400	0.114581297
1401	0.1145807991
1402	0.1145762995
1403	0.1145662726
1404	0.1145657613
1405	0.1143650653
1406	0.1142631896
1407	0.1142533805
1408	0.1142506427
1409	0.1142496171
1410	0.1142491177
1411	0.1141486336
1412	0.1140494994
1413	0.1140450771
1414	0.1140445634
1415	0.1140440497
1416	0.114039654
1417	0.1140391537
1418	0.1140386399
1419	0.1140381396
1420	0.1140376437
1421	0.1140371434
1422	0.1140366431
1423	0.113938784
1424	0.1139292287
1425	0.1139287323
1426	0.1139282405
1427	0.1139277486
1428	0.1139233976
1429	0.1139229102
1430	0.1139224183
1431	0.1139159742
1432	0.1139116765
1433	0.1139111935
1434	0.1139069313
1435	0.1139064483
1436	0.1138098784
1437	0.113808334
1438	0.1138078551
1439	0.1138073761
1440	0.1137121019
1441	0.1137104264
1442	0.1137099425
1443	0.113708473
1444	0.1137079891
1445	0.1137075142
1446	0.1137070393
1447	0.1137065734
1448	0.1137060984
1449	0.1137056325
1450	0.1136116048
1451	0.1136073807
1452	0.1136059278
1453	0.1136054569
1454	0.1135126881
1455	0.1135092952
1456	0.1135088194
1457	0.1135083527
1458	0.1135078859
1459	0.1134987207
1460	0.1134072168
1461	0.1133169427
1462	0.1133127706
1463	0.1131197956
1464	0.113031212
1465	0.1130307343
1466	0.1130302565
1467	0.113028661
1468	0.1130281832
1469	0.113026804
1470	0.1130263352
1471	0.1130258665
1472	0.1130254022
1473	0.1130249335
1474	0.1129375024
1475	0.1128512495
1476	0.1127661595
1477	0.1127656806
1478	0.1127652063
1479	0.1127647364
1480	0.1127633675
1481	0.1127629022
1482	0.1126930307
1483	0.1126925696
1484	0.1126921085
1485	0.1125035074
1486	0.1123170708
1487	0.1123166081
1488	0.1123152837
1489	0.1123139683
1490	0.1122318345
1491	0.1122313669
1492	0.1122308994
1493	0.1122295966
1494	0.1121485549
1495	0.1121480915
1496	0.1120681455
1497	0.1120676682
1498	0.112066368
1499	0.1120658998
1500	0.1120646088
1501	0.1120641451
1502	0.1120636814
1503	0.112062404
1504	0.1120619403
1505	0.1118789798
1506	0.111877723
1507	0.1118762977
1508	0.111797816
1509	0.1117335648
1510	0.1117331909
1511	0.1117317774
1512	0.1117305464
